Reported_Date,Bullish,Neutral,Bearish,Total,Bullish_8-week_Mov_Avg,Bull-Bear_Spread,Bullish_Average,Bullish_Average_=+St. Dev.,Bullish_Average_=- St. Dev.,S&P500_Weekly_High,S&P500_Weekly_Low,S&P500_Weekly_Close
8/31/1995,0.38000,0.42000,0.20000,1.00000,0.39380,0.18000,0.38300,0.48400,0.28100,564.62,555.71,563.84
9/7/1995,0.37000,0.36000,0.27000,1.00000,0.38500,0.10000,0.38300,0.48400,0.28100,572.68,563.84,572.68
9/14/1995,0.46000,0.32000,0.22000,1.00000,0.38880,0.24000,0.38300,0.48400,0.28100,585.07,572.68,583.35
9/21/1995,0.46000,0.25000,0.29000,1.00000,0.39500,0.17000,0.38300,0.48400,0.28100,586.79,578.25,581.73
9/28/1995,0.42000,0.27000,0.31000,1.00000,0.40000,0.11000,0.38300,0.48400,0.28100,587.61,574.68,584.41
10/5/1995,0.39000,0.37000,0.24000,1.00000,0.39880,0.15000,0.38300,0.48400,0.28100,585.05,578.48,582.49
10/12/1995,0.41000,0.30000,0.29000,1.00000,0.40500,0.12000,0.38300,0.48400,0.28100,587.39,571.55,584.50
10/19/1995,0.47000,0.32000,0.21000,1.00000,0.42000,0.26000,0.38300,0.48400,0.28100,590.66,581.90,587.46
10/26/1995,0.46000,0.33000,0.21000,1.00000,0.43000,0.25000,0.38300,0.48400,0.28100,587.46,572.53,579.70
11/2/1995,0.47000,0.34000,0.19000,1.00000,0.44250,0.28000,0.38300,0.48400,0.28100,590.57,579.70,590.57
11/9/1995,0.49000,0.35000,0.16000,1.00000,0.44630,0.33000,0.38300,0.48400,0.28100,593.90,584.24,592.72
11/16/1995,0.46000,0.31000,0.23000,1.00000,0.44630,0.23000,0.38300,0.48400,0.28100,600.14,588.36,600.07
11/22/1995,0.48000,0.18000,0.34000,1.00000,0.45380,0.14000,0.38300,0.48400,0.28100,600.71,595.42,598.40
11/30/1995,0.51000,0.30000,0.19000,1.00000,0.46880,0.32000,0.38300,0.48400,0.28100,608.69,599.02,606.98
12/7/1995,0.48000,0.28000,0.24000,1.00000,0.47750,0.24000,0.38300,0.48400,0.28100,621.11,606.85,617.48
12/14/1995,0.51000,0.23000,0.26000,1.00000,0.48250,0.25000,0.38300,0.48400,0.28100,621.69,616.34,616.34
12/21/1995,0.48000,0.28000,0.24000,1.00000,0.48500,0.24000,0.38300,0.48400,0.28100,616.34,605.05,611.96
12/28/1995,0.46000,0.34000,0.20000,1.00000,0.48380,0.26000,0.38300,0.48400,0.28100,615.93,611.96,615.93
1/4/1996,0.55000,0.18000,0.27000,1.00000,0.49130,0.28000,0.38300,0.48400,0.28100,624.52,612.02,616.71
1/11/1996,#N/A,#N/A,#N/A,#N/A,#N/A,,0.38300,0.48400,0.28100,619.15,597.29,601.81
1/18/1996,0.42000,0.29000,0.29000,1.00000,#N/A,0.13000,0.38300,0.48400,0.28100,612.92,598.47,611.83
1/25/1996,0.36000,0.40000,0.24000,1.00000,#N/A,0.12000,0.38300,0.48400,0.28100,621.62,610.65,621.62
2/1/1996,0.54000,0.31000,0.15000,1.00000,#N/A,0.39000,0.38300,0.48400,0.28100,639.26,621.42,635.84
2/8/1996,0.53000,0.31000,0.16000,1.00000,#N/A,0.37000,0.38300,0.48400,0.28100,656.37,641.43,656.37
2/15/1996,0.54000,0.21000,0.25000,1.00000,#N/A,0.29000,0.38300,0.48400,0.28100,664.23,646.99,647.98
2/22/1996,0.49000,0.22000,0.29000,1.00000,#N/A,0.20000,0.38300,0.48400,0.28100,663.00,638.79,659.08
2/29/1996,0.45000,0.28000,0.27000,1.00000,#N/A,0.18000,0.38300,0.48400,0.28100,659.08,635.00,644.37
3/7/1996,0.44000,0.28000,0.28000,1.00000,0.47130,0.16000,0.38300,0.48400,0.28100,656.97,627.63,633.50
3/14/1996,0.36000,0.35000,0.29000,1.00000,0.46380,0.07000,0.38300,0.48400,0.28100,641.43,637.09,641.43
3/21/1996,0.47000,0.31000,0.22000,1.00000,0.47750,0.25000,0.38300,0.48400,0.28100,656.18,641.43,650.62
3/28/1996,0.45000,0.31000,0.24000,1.00000,0.46630,0.21000,0.38300,0.48400,0.28100,652.97,645.50,645.50
4/4/1996,0.40000,0.43000,0.17000,1.00000,0.45000,0.23000,0.38300,0.48400,0.28100,656.68,645.50,655.86
4/11/1996,0.40000,0.42000,0.18000,1.00000,0.43250,0.22000,0.38300,0.48400,0.28100,655.86,624.14,636.71
4/18/1996,0.36000,0.38000,0.26000,1.00000,0.41630,0.10000,0.38300,0.48400,0.28100,647.32,631.18,645.07
4/25/1996,0.28000,0.40000,0.32000,1.00000,0.39500,-0.04000,0.38300,0.48400,0.28100,656.43,643.61,653.46
5/2/1996,0.48000,0.31000,0.21000,1.00000,0.40000,0.27000,0.38300,0.48400,0.28100,656.44,640.23,641.63
5/9/1996,0.46000,0.38000,0.16000,1.00000,0.41250,0.30000,0.38300,0.48400,0.28100,652.09,638.26,652.09
5/16/1996,0.37000,0.40000,0.23000,1.00000,0.40000,0.14000,0.38300,0.48400,0.28100,669.84,645.44,668.91
5/23/1996,0.51000,0.35000,0.14000,1.00000,0.40750,0.37000,0.38300,0.48400,0.28100,681.10,667.64,678.51
5/30/1996,0.61000,0.29000,0.10000,1.00000,0.43380,0.51000,0.38300,0.48400,0.28100,679.98,664.56,669.12
6/6/1996,0.47000,0.28000,0.25000,1.00000,0.44250,0.22000,0.38300,0.48400,0.28100,680.32,662.48,673.31
6/13/1996,0.49000,0.28000,0.23000,1.00000,0.45880,0.26000,0.38300,0.48400,0.28100,676.72,664.35,665.85
6/20/1996,0.42000,0.32000,0.26000,1.00000,0.47630,0.16000,0.38300,0.48400,0.28100,668.27,661.34,666.84
6/27/1996,0.42000,0.41000,0.17000,1.00000,0.46880,0.25000,0.38300,0.48400,0.28100,672.68,661.56,670.63
7/3/1996,0.32000,0.44000,0.24000,1.00000,0.45130,0.08000,0.38300,0.48400,0.28100,675.88,670.21,672.40
7/11/1996,0.40000,0.35000,0.25000,1.00000,0.45500,0.15000,0.38300,0.48400,0.28100,657.65,639.52,646.19
7/18/1996,0.29000,0.45000,0.26000,1.00000,0.42750,0.03000,0.38300,0.48400,0.28100,646.19,605.88,638.73
7/25/1996,0.30000,0.32000,0.38000,1.00000,0.38880,-0.08000,0.38300,0.48400,0.28100,638.73,616.43,635.90
8/1/1996,0.29000,0.38000,0.33000,1.00000,0.36630,-0.04000,0.38300,0.48400,0.28100,662.49,629.22,662.49
8/8/1996,0.27000,0.42000,0.31000,1.00000,0.33880,-0.04000,0.38300,0.48400,0.28100,665.37,656.83,662.10
8/15/1996,0.43000,0.37000,0.20000,1.00000,0.34000,0.23000,0.38300,0.48400,0.28100,666.34,658.47,665.21
8/22/1996,0.28000,0.46000,0.26000,1.00000,0.32250,0.02000,0.38300,0.48400,0.28100,670.68,662.16,667.03
8/29/1996,0.28000,0.43000,0.29000,1.00000,0.31750,-0.01000,0.38300,0.48400,0.28100,670.68,650.52,651.99
9/5/1996,0.29000,0.35000,0.36000,1.00000,0.30380,-0.07000,0.38300,0.48400,0.28100,658.21,643.97,655.68
9/12/1996,0.26000,0.46000,0.28000,1.00000,0.30000,-0.02000,0.38300,0.48400,0.28100,681.39,655.68,680.54
9/19/1996,0.28000,0.41000,0.31000,1.00000,0.29750,-0.03000,0.38300,0.48400,0.28100,687.07,679.06,687.03
9/26/1996,0.34000,0.39000,0.27000,1.00000,0.30380,0.07000,0.38300,0.48400,0.28100,690.88,681.01,686.19
10/3/1996,0.40000,0.31000,0.29000,1.00000,0.32000,0.11000,0.38300,0.48400,0.28100,701.74,686.03,701.46
10/10/1996,0.38000,0.36000,0.26000,1.00000,0.31380,0.12000,0.38300,0.48400,0.28100,705.76,693.34,700.66
10/17/1996,0.39000,0.36000,0.25000,1.00000,0.32750,0.14000,0.38300,0.48400,0.28100,711.04,699.07,710.82
10/24/1996,0.42000,0.33000,0.25000,1.00000,0.34500,0.17000,0.38300,0.48400,0.28100,714.10,700.53,700.92
10/31/1996,0.37000,0.29000,0.34000,1.00000,0.35500,0.03000,0.38300,0.48400,0.28100,708.60,696.22,703.77
11/7/1996,0.26000,0.45000,0.29000,1.00000,0.35500,-0.03000,0.38300,0.48400,0.28100,730.82,702.84,730.82
11/14/1996,0.37000,0.34000,0.29000,1.00000,0.36630,0.08000,0.38300,0.48400,0.28100,741.92,728.03,737.62
11/21/1996,0.43000,0.30000,0.27000,1.00000,0.37750,0.16000,0.38300,0.48400,0.28100,748.73,737.02,748.73
11/27/1996,0.52000,0.27000,0.21000,1.00000,0.39250,0.31000,0.38300,0.48400,0.28100,762.12,741.08,755.00
12/5/1996,0.41000,0.26000,0.33000,1.00000,0.39630,0.08000,0.38300,0.48400,0.28100,761.75,726.98,739.60
12/12/1996,0.40000,0.28000,0.32000,1.00000,0.39750,0.08000,0.38300,0.48400,0.28100,753.43,718.98,728.64
12/19/1996,0.33000,0.28000,0.39000,1.00000,0.38630,-0.06000,0.38300,0.48400,0.28100,755.41,716.69,748.87
12/26/1996,0.37000,0.33000,0.30000,1.00000,0.38630,0.07000,0.38300,0.48400,0.28100,756.79,746.92,756.79
1/2/1997,0.43000,0.33000,0.24000,1.00000,0.40750,0.19000,0.38300,0.48400,0.28100,753.85,737.01,748.03
1/9/1997,0.36000,0.39000,0.25000,1.00000,0.40630,0.11000,0.38300,0.48400,0.28100,759.65,742.18,759.50
1/16/1997,0.42000,0.32000,0.26000,1.00000,0.40500,0.16000,0.38300,0.48400,0.28100,776.17,759.51,776.17
1/23/1997,0.37000,0.41000,0.22000,1.00000,0.38630,0.15000,0.38300,0.48400,0.28100,794.67,768.17,770.52
1/30/1997,0.51000,0.33000,0.16000,1.00000,0.39880,0.35000,0.38300,0.48400,0.28100,791.86,761.75,786.16
2/6/1997,0.47000,0.29000,0.24000,1.00000,0.40750,0.23000,0.38300,0.48400,0.28100,789.72,773.43,789.56
2/13/1997,0.45000,0.37000,0.18000,1.00000,0.42250,0.27000,0.38300,0.48400,0.28100,812.93,780.95,808.48
2/20/1997,0.44000,0.36000,0.20000,1.00000,0.43130,0.24000,0.38300,0.48400,0.28100,817.68,799.99,801.77
2/27/1997,0.63000,0.22000,0.15000,1.00000,0.45630,0.48000,0.38300,0.48400,0.28100,812.85,788.50,790.82
3/6/1997,0.43000,0.37000,0.20000,1.00000,0.46500,0.23000,0.38300,0.48400,0.28100,808.19,785.66,804.97
3/13/1997,0.34000,0.36000,0.30000,1.00000,0.45500,0.04000,0.38300,0.48400,0.28100,814.90,789.44,793.17
3/20/1997,0.36000,0.42000,0.22000,1.00000,0.45380,0.14000,0.38300,0.48400,0.28100,797.18,786.29,784.10
3/27/1997,0.27000,0.40000,0.33000,1.00000,0.42380,-0.06000,0.38300,0.48400,0.28100,790.89,773.88,773.88
4/3/1997,0.29000,0.40000,0.31000,1.00000,0.40130,-0.02000,0.38300,0.48400,0.28100,759.64,750.32,757.90
4/10/1997,0.26000,0.37000,0.37000,1.00000,0.37750,-0.11000,0.38300,0.48400,0.28100,769.53,737.64,737.65
4/17/1997,0.31000,0.41000,0.28000,1.00000,0.36130,0.03000,0.38300,0.48400,0.28100,768.55,733.54,766.34
4/24/1997,0.28000,0.40000,0.32000,1.00000,0.31750,-0.04000,0.38300,0.48400,0.28100,779.89,756.38,765.37
5/1/1997,0.27000,0.44000,0.29000,1.00000,0.29750,-0.02000,0.38300,0.48400,0.28100,812.99,763.30,812.97
5/8/1997,0.30000,0.44000,0.26000,1.00000,0.29250,0.04000,0.38300,0.48400,0.28100,832.29,811.80,824.78
5/15/1997,0.41000,0.36000,0.23000,1.00000,0.29880,0.18000,0.38300,0.48400,0.28100,842.45,824.78,829.75
5/22/1997,0.40000,0.35000,0.25000,1.00000,0.31500,0.15000,0.38300,0.48400,0.28100,848.49,826.41,847.03
5/29/1997,0.40000,0.40000,0.20000,1.00000,0.32880,0.20000,0.38300,0.48400,0.28100,851.87,831.87,848.28
6/5/1997,0.52000,0.33000,0.15000,1.00000,0.36130,0.37000,0.38300,0.48400,0.28100,859.24,838.82,858.01
6/12/1997,0.49000,0.35000,0.16000,1.00000,0.38380,0.33000,0.38300,0.48400,0.28100,894.69,858.01,893.27
6/19/1997,0.59000,0.26000,0.15000,1.00000,0.42250,0.44000,0.38300,0.48400,0.28100,901.77,886.19,898.70
6/26/1997,0.52000,0.25000,0.23000,1.00000,0.45380,0.29000,0.38300,0.48400,0.28100,902.09,878.43,887.30
7/3/1997,0.45000,0.30000,0.25000,1.00000,0.47250,0.20000,0.38300,0.48400,0.28100,917.82,879.82,916.92
7/10/1997,0.49000,0.33000,0.18000,1.00000,0.48250,0.31000,0.38300,0.48400,0.28100,923.26,902.48,916.68
7/17/1997,0.54000,0.30000,0.16000,1.00000,0.50000,0.38000,0.38300,0.48400,0.28100,939.32,912.02,915.30
7/24/1997,0.53000,0.25000,0.22000,1.00000,0.51630,0.31000,0.38300,0.48400,0.28100,945.65,907.12,938.79
7/31/1997,0.48000,0.26000,0.26000,1.00000,0.51130,0.22000,0.38300,0.48400,0.28100,955.35,932.56,947.14
8/7/1997,0.49000,0.28000,0.23000,1.00000,0.51130,0.26000,0.38300,0.48400,0.28100,964.17,925.74,933.54
8/14/1997,0.49000,0.30000,0.21000,1.00000,0.49880,0.28000,0.38300,0.48400,0.28100,942.99,900.81,900.81
8/21/1997,0.47000,0.33000,0.20000,1.00000,0.49250,0.27000,0.38300,0.48400,0.28100,939.47,905.52,923.55
8/28/1997,0.50000,0.28000,0.22000,1.00000,0.49880,0.28000,0.38300,0.48400,0.28100,920.16,899.47,899.47
9/4/1997,0.37000,0.38000,0.25000,1.00000,0.48380,0.12000,0.38300,0.48400,0.28100,940.37,899.47,929.05
9/11/1997,0.42000,0.36000,0.22000,1.00000,0.46880,0.20000,0.38300,0.48400,0.28100,938.90,902.56,923.91
9/18/1997,0.40000,0.44000,0.16000,1.00000,0.45250,0.24000,0.38300,0.48400,0.28100,952.35,919.41,950.51
9/25/1997,0.39000,0.42000,0.19000,1.00000,0.44130,0.20000,0.38300,0.48400,0.28100,960.59,937.38,945.22
10/2/1997,0.38000,0.43000,0.19000,1.00000,0.42750,0.19000,0.38300,0.48400,0.28100,975.47,941.94,965.03
10/9/1997,0.43000,0.43000,0.14000,1.00000,0.42000,0.29000,0.38300,0.48400,0.28100,983.12,963.34,966.98
10/16/1997,0.43000,0.36000,0.21000,1.00000,0.41500,0.22000,0.38300,0.48400,0.28100,973.46,931.58,944.16
10/23/1997,0.40000,0.46000,0.14000,1.00000,0.40250,0.26000,0.38300,0.48400,0.28100,972.61,937.55,941.64
10/30/1997,0.41000,0.36000,0.23000,1.00000,0.40750,0.18000,0.38300,0.48400,0.28100,941.64,855.27,914.62
11/6/1997,0.38000,0.37000,0.25000,1.00000,0.40250,0.13000,0.38300,0.48400,0.28100,949.62,914.62,927.51
11/13/1997,0.45000,0.38000,0.17000,1.00000,0.40880,0.28000,0.38300,0.48400,0.28100,935.90,900.16,928.35
11/20/1997,0.40000,0.38000,0.22000,1.00000,0.41000,0.18000,0.38300,0.48400,0.28100,963.09,938.23,963.09
11/26/1997,0.40000,0.40000,0.20000,1.00000,0.41250,0.20000,0.38300,0.48400,0.28100,963.09,944.71,955.40
12/4/1997,0.49000,0.33000,0.18000,1.00000,0.42000,0.31000,0.38300,0.48400,0.28100,986.25,966.16,983.79
12/11/1997,0.46000,0.37000,0.17000,1.00000,0.42380,0.29000,0.38300,0.48400,0.28100,985.67,947.00,953.39
12/18/1997,0.40000,0.41000,0.19000,1.00000,0.42380,0.21000,0.38300,0.48400,0.28100,974.30,924.92,946.78
12/24/1997,0.41000,0.36000,0.23000,1.00000,0.42380,0.18000,0.38300,0.48400,0.28100,956.73,932.70,936.46
12/31/1997,0.34000,0.35000,0.31000,1.00000,0.41880,0.03000,0.38300,0.48400,0.28100,975.02,936.46,975.04
1/8/1998,0.42000,0.40000,0.18000,1.00000,0.41500,0.24000,0.38300,0.48400,0.28100,982.63,921.72,927.69
1/16/1998,0.38000,0.45000,0.17000,1.00000,0.41250,0.21000,0.38300,0.48400,0.28100,965.12,912.83,961.51
1/23/1998,0.31000,0.39000,0.30000,1.00000,0.40130,0.01000,0.38300,0.48400,0.28100,978.60,950.86,957.59
1/30/1998,0.38000,0.42000,0.20000,1.00000,0.38750,0.18000,0.38300,0.48400,0.28100,992.65,954.24,980.28
2/5/1998,0.30000,0.45000,0.25000,1.00000,0.36750,0.05000,0.38300,0.48400,0.28100,1013.51,980.28,1012.46
2/12/1998,0.45000,0.36000,0.19000,1.00000,0.37380,0.26000,0.38300,0.48400,0.28100,1026.30,1006.28,1020.09
2/19/1998,0.42000,0.43000,0.15000,1.00000,0.37500,0.27000,0.38300,0.48400,0.28100,1034.21,1020.09,1034.21
2/26/1998,0.53000,0.33000,0.14000,1.00000,0.39880,0.39000,0.38300,0.48400,0.28100,1051.66,1028.89,1049.34
3/5/1998,0.53000,0.34000,0.13000,1.00000,0.41250,0.40000,0.38300,0.48400,0.28100,1055.69,1044.70,1055.69
3/12/1998,0.44000,0.36000,0.20000,1.00000,0.42000,0.24000,0.38300,0.48400,0.28100,1075.86,1050.02,1068.61
3/19/1998,0.40000,0.38000,0.22000,1.00000,0.43130,0.18000,0.38300,0.48400,0.28100,1101.04,1068.61,1099.16
3/26/1998,0.45000,0.35000,0.20000,1.00000,0.44000,0.25000,0.38300,0.48400,0.28100,1113.07,1090.02,1093.55
4/2/1998,0.46000,0.32000,0.22000,1.00000,0.46000,0.24000,0.38300,0.48400,0.28100,1090.02,1110.13,1108.15
4/9/1998,0.41000,0.36000,0.23000,1.00000,0.45500,0.18000,0.38300,0.48400,0.28100,1131.99,1098.21,1110.67
4/16/1998,0.53000,0.32000,0.15000,1.00000,0.46880,0.38000,0.38300,0.48400,0.28100,1122.72,1100.60,1122.72
4/23/1998,0.40000,0.38000,0.22000,1.00000,0.45250,0.18000,0.38300,0.48400,0.28100,1132.98,1104.77,1107.90
4/30/1998,0.44000,0.31000,0.25000,1.00000,0.44130,0.19000,0.38300,0.48400,0.28100,1121.02,1076.70,1121.00
5/7/1998,0.43000,0.34000,0.23000,1.00000,0.44000,0.20000,0.38300,0.48400,0.28100,1130.52,1094.53,1108.14
5/14/1998,0.33000,0.41000,0.26000,1.00000,0.43130,0.07000,0.38300,0.48400,0.28100,1124.03,1102.78,1108.73
5/21/1998,0.38000,0.39000,0.23000,1.00000,0.42250,0.15000,0.38300,0.48400,0.28100,1124.45,1097.99,1110.47
5/28/1998,0.34000,0.40000,0.26000,1.00000,0.40750,0.08000,0.38300,0.48400,0.28100,1116.79,1074.39,1090.82
6/4/1998,0.25000,0.44000,0.31000,1.00000,0.38750,-0.06000,0.38300,0.48400,0.28100,1113.88,1078.10,1113.86
6/11/1998,0.27000,0.49000,0.24000,1.00000,0.35500,0.03000,0.38300,0.48400,0.28100,1126.00,1080.83,1098.84
6/18/1998,0.29000,0.38000,0.33000,1.00000,0.34130,-0.04000,0.38300,0.48400,0.28100,1112.87,1074.67,1100.65
6/25/1998,0.28000,0.44000,0.28000,1.00000,0.32130,0.00000,0.38300,0.48400,0.28100,1142.04,1099.42,1133.20
7/2/1998,0.33000,0.48000,0.19000,1.00000,0.30880,0.14000,0.38300,0.48400,0.28100,1148.56,1131.91,1146.42
7/9/1998,0.36000,0.44000,0.20000,1.00000,0.31250,0.16000,0.38300,0.48400,0.28100,1166.93,1145.03,1164.33
7/16/1998,0.35000,0.44000,0.21000,1.00000,0.30880,0.14000,0.38300,0.48400,0.28100,1188.10,1160.21,1186.75
7/23/1998,0.37000,0.39000,0.24000,1.00000,0.31250,0.13000,0.38300,0.48400,0.28100,1190.58,1129.11,1140.80
7/30/1998,0.44000,0.36000,0.20000,1.00000,0.33630,0.24000,0.38300,0.48400,0.28100,1147.27,1114.30,1120.67
8/6/1998,0.30000,0.44000,0.26000,1.00000,0.34000,0.04000,0.38300,0.48400,0.28100,1121.79,1057.35,1089.45
8/13/1998,0.27000,0.38000,0.35000,1.00000,0.33750,-0.08000,0.38300,0.48400,0.28100,1092.82,1054.00,1062.75
8/20/1998,0.25000,0.42000,0.33000,1.00000,0.33380,-0.08000,0.38300,0.48400,0.28100,1106.32,1054.92,1081.24
8/27/1998,0.23000,0.32000,0.45000,1.00000,0.32130,-0.22000,0.38300,0.48400,0.28100,1106.64,1021.04,1027.04
9/3/1998,0.23000,0.37000,0.40000,1.00000,0.30500,-0.17000,0.38300,0.48400,0.28100,1033.47,939.98,973.89
9/10/1998,0.29000,0.31000,0.40000,1.00000,0.29750,-0.11000,0.38300,0.48400,0.28100,1027.72,968.64,1009.06
9/17/1998,0.34000,0.35000,0.31000,1.00000,0.29380,0.03000,0.38300,0.48400,0.28100,1046.07,1009.06,1020.09
9/24/1998,0.34000,0.38000,0.28000,1.00000,0.28130,0.06000,0.38300,0.48400,0.28100,1066.11,993.82,1044.75
10/1/1998,0.32000,0.35000,0.33000,1.00000,0.28380,-0.01000,0.38300,0.48400,0.28100,1061.46,971.65,1002.60
10/8/1998,0.25000,0.43000,0.32000,1.00000,0.28130,-0.07000,0.38300,0.48400,0.28100,1008.77,923.32,984.39
10/15/1998,0.25000,0.34000,0.41000,1.00000,0.28130,-0.16000,0.38300,0.48400,0.28100,1062.65,984.39,1056.42
10/22/1998,0.32000,0.35000,0.33000,1.00000,0.29250,-0.01000,0.38300,0.48400,0.28100,1084.06,1054.23,1070.67
10/29/1998,0.43000,0.36000,0.21000,1.00000,0.31750,0.22000,0.38300,0.48400,0.28100,1103.78,1059.66,1098.67
11/5/1998,0.38000,0.42000,0.20000,1.00000,0.32880,0.18000,0.38300,0.48400,0.28100,1141.30,1098.67,1141.01
11/12/1998,0.50000,0.36000,0.14000,1.00000,0.34880,0.36000,0.38300,0.48400,0.28100,1141.01,1115.55,1125.72
11/19/1998,0.40000,0.42000,0.18000,1.00000,0.35630,0.22000,0.38300,0.48400,0.28100,1163.55,1125.72,1163.55
11/25/1998,0.48000,0.35000,0.17000,1.00000,0.37630,0.31000,0.38300,0.48400,0.28100,1192.97,1163.55,1192.33
12/3/1998,0.49000,0.30000,0.21000,1.00000,0.40630,0.28000,0.38300,0.48400,0.28100,1192.72,1150.14,1176.74
12/10/1998,0.44000,0.30000,0.26000,1.00000,0.43000,0.18000,0.38300,0.48400,0.28100,1193.53,1153.19,1166.46
12/17/1998,0.41000,0.34000,0.25000,1.00000,0.44130,0.16000,0.38300,0.48400,0.28100,1188.89,1136.89,1188.03
12/23/1998,0.34000,0.34000,0.32000,1.00000,0.43000,0.02000,0.38300,0.48400,0.28100,1229.89,1188.03,1226.27
12/31/1998,0.41000,0.37000,0.22000,1.00000,0.43380,0.19000,0.38300,0.48400,0.28100,1244.93,1200.78,1229.23
1/7/1999,0.38000,0.39000,0.23000,1.00000,0.41880,0.15000,0.38300,0.48400,0.28100,1278.24,1219.10,1275.09
1/14/1999,0.51000,0.28000,0.21000,1.00000,0.43250,0.30000,0.38300,0.48400,0.28100,1276.22,1205.46,1243.26
1/21/1999,0.56000,0.24000,0.20000,1.00000,0.44250,0.36000,0.38300,0.48400,0.28100,1274.07,1217.97,1225.19
1/28/1999,0.47000,0.33000,0.20000,1.00000,0.44000,0.27000,0.38300,0.48400,0.28100,1280.37,1219.40,1279.64
2/4/1999,0.48000,0.38000,0.14000,1.00000,0.44500,0.34000,0.38300,0.48400,0.28100,1283.75,1232.28,1239.40
2/11/1999,0.48000,0.35000,0.17000,1.00000,0.45380,0.31000,0.38300,0.48400,0.28100,1254.05,1211.89,1230.13
2/18/1999,0.37000,0.39000,0.24000,1.00000,0.45750,0.13000,0.38300,0.48400,0.28100,1252.17,1220.70,1239.22
2/25/1999,0.37000,0.39000,0.24000,1.00000,0.45250,0.13000,0.38300,0.48400,0.28100,1283.84,1225.01,1238.33
3/4/1999,0.36000,0.45000,0.19000,1.00000,0.45000,0.17000,0.38300,0.48400,0.28100,1275.73,1216.03,1275.47
3/11/1999,0.37000,0.42000,0.21000,1.00000,0.43250,0.16000,0.38300,0.48400,0.28100,1306.43,1271.58,1294.59
3/18/1999,0.48000,0.31000,0.21000,1.00000,0.42250,0.27000,0.38300,0.48400,0.28100,1323.82,1291.03,1299.29
3/25/1999,0.38000,0.33000,0.29000,1.00000,0.41130,0.09000,0.38300,0.48400,0.28100,1303.84,1256.43,1282.80
4/1/1999,0.40000,0.35000,0.25000,1.00000,0.40130,0.15000,0.38300,0.48400,0.28100,1313.60,1282.56,1293.72
4/8/1999,0.36000,0.38000,0.26000,1.00000,0.38630,0.10000,0.38300,0.48400,0.28100,1351.22,1293.72,1348.35
4/15/1999,0.41000,0.31000,0.28000,1.00000,0.39130,0.13000,0.38300,0.48400,0.28100,1362.10,1308.38,1319.00
4/22/1999,0.38000,0.32000,0.30000,1.00000,0.39250,0.08000,0.38300,0.48400,0.28100,1363.65,1284.21,1356.85
4/29/1999,0.41000,0.32000,0.27000,1.00000,0.39880,0.14000,0.38300,0.48400,0.28100,1371.56,1314.58,1335.18
5/6/1999,0.54000,0.32000,0.14000,1.00000,0.42000,0.40000,0.38300,0.48400,0.28100,1354.64,1317.44,1345.00
5/13/1999,0.43000,0.31000,0.26000,1.00000,0.41380,0.17000,0.38300,0.48400,0.28100,1375.98,1332.63,1337.80
5/20/1999,0.43000,0.31000,0.26000,1.00000,0.42000,0.17000,0.38300,0.48400,0.28100,1350.49,1321.19,1330.29
5/27/1999,0.38000,0.42000,0.20000,1.00000,0.41750,0.18000,0.38300,0.48400,0.28100,1333.02,1277.31,1301.84
6/3/1999,0.32000,0.36000,0.32000,1.00000,0.41250,0.00000,0.38300,0.48400,0.28100,1327.75,1277.47,1327.75
6/10/1999,0.32000,0.40000,0.28000,1.00000,0.40130,0.04000,0.38300,0.48400,0.28100,1336.42,1287.88,1293.64
6/17/1999,0.38000,0.35000,0.27000,1.00000,0.40130,0.11000,0.38300,0.48400,0.28100,1344.48,1292.20,1342.84
6/24/1999,0.30000,0.39000,0.31000,1.00000,0.38750,-0.01000,0.38300,0.48400,0.28100,1351.12,1308.47,1315.31
7/1/1999,0.35000,0.38000,0.27000,1.00000,0.36380,0.08000,0.38300,0.48400,0.28100,1391.22,1315.31,1391.22
7/8/1999,0.43000,0.36000,0.21000,1.00000,0.36380,0.22000,0.38300,0.48400,0.28100,1405.29,1384.95,1403.28
7/15/1999,0.54000,0.28000,0.18000,1.00000,0.37750,0.36000,0.38300,0.48400,0.28100,1418.78,1386.51,1418.78
7/22/1999,0.55000,0.23000,0.22000,1.00000,0.39880,0.33000,0.38300,0.48400,0.28100,1420.33,1349.91,1356.94
7/29/1999,0.42000,0.38000,0.20000,1.00000,0.41130,0.22000,0.38300,0.48400,0.28100,1370.39,1328.49,1328.72
8/5/1999,0.30000,0.46000,0.24000,1.00000,0.40880,0.06000,0.38300,0.48400,0.28100,1344.69,1287.23,1300.29
8/12/1999,0.30000,0.40000,0.30000,1.00000,0.39880,0.00000,0.38300,0.48400,0.28100,1327.72,1267.73,1327.68
8/19/1999,0.31000,0.46000,0.23000,1.00000,0.40000,0.08000,0.38300,0.48400,0.28100,1344.16,1315.35,1336.61
8/26/1999,0.35000,0.40000,0.25000,1.00000,0.40000,0.10000,0.38300,0.48400,0.28100,1382.84,1336.61,1348.27
9/2/1999,0.44000,0.38000,0.18000,1.00000,0.40130,0.26000,0.38300,0.48400,0.28100,1357.74,1304.88,1357.24
9/9/1999,0.37000,0.38000,0.25000,1.00000,0.38000,0.12000,0.38300,0.48400,0.28100,1361.35,1333.94,1351.66
9/16/1999,0.36000,0.43000,0.21000,1.00000,0.35630,0.15000,0.38300,0.48400,0.28100,1351.66,1317.97,1335.42
